candidate_id,image_path,image_file_name,dataset_source,selection_band,selection_state,aesthetic_signal,nima_unit_score,rgnet_score,alamp_score,weighted_aesthetic_score,balanced_comparison_score,primary_rank,primary_rank_percentile,source_split,ava_mean_score,aadb_score,teacher_source_mode,teacher_model_name,gemini_raw_text,gemini_parse_error,gemini_api_error,comment_type,short_reason,detailed_reason,comparison_reason,generation_validation_flags,is_valid_pre_audit,batch_result_key,gemini_finish_reason,gemini_usage_metadata,visible_anchor_count,generic_phrase_count,specificity_pass,audit_flags,is_clean
gemini__100__0__ava__middle_near_miss__43900.jpg__eedd2b005d,/home/omen_pc1/ava/images/43900.jpg,43900.jpg,ava,middle_near_miss,near_miss,medium,0.586882,0.453638,0.498513,0.4894,0.491575,1579,0.526,test,5.302817,,gemini_batch_api,gemini-2.5-pro,,no_text_parts:finishReason=MAX_TOKENS,,,,,,{'parse_error': 'no_text_parts:finishReason=MAX_TOKENS'},False,gemini__100__0__ava__middle_near_miss__43900.jpg__eedd2b005d,MAX_TOKENS,"{'promptTokensDetails': [{'tokenCount': 430, 'modality': 'TEXT'}, {'tokenCount': 258, 'modality': 'IMAGE'}], 'thoughtsTokenCount': 1021, 'promptTokenCount': 688, 'totalTokenCount': 1709}",0,0,False,"['json_invalid', 'missing_comment_type', 'missing_short_reason', 'missing_detailed_reason', 'comment_type_mismatch', 'generic_only_wording']",False
gemini__100__1__ava__rejected_low__140804.jpg__5513c71a6f,/home/omen_pc1/ava/images/140804.jpg,140804.jpg,ava,rejected_low,not_selected,weak,0.511003,0.468587,0.427283,0.452177,0.458428,2182,0.727,train,5.911894,,gemini_batch_api,gemini-2.5-pro,"{
  ""comment_type"": ""rejection_reason"",
  ""short_reason"": ""The image is weakened",truncated_json:finishReason=MAX_TOKENS:text_len=80,,,,,,{'parse_error': 'truncated_json:finishReason=MAX_TOKENS:text_len=80'},False,gemini__100__1__ava__rejected_low__140804.jpg__5513c71a6f,MAX_TOKENS,"{'candidatesTokenCount': 26, 'promptTokenCount': 676, 'promptTokensDetails': [{'tokenCount': 418, 'modality': 'TEXT'}, {'tokenCount': 258, 'modality': 'IMAGE'}], 'thoughtsTokenCount': 982, 'totalTokenCount': 1684}",0,0,False,"['json_invalid', 'missing_comment_type', 'missing_short_reason', 'missing_detailed_reason', 'comment_type_mismatch', 'generic_only_wording']",False
gemini__100__2__ava__rejected_low__306107.jpg__7fdedc565d,/home/omen_pc1/ava/images/306107.jpg,306107.jpg,ava,rejected_low,not_selected,weak,0.457401,0.576377,0.355542,0.454062,0.470197,2150,0.7163333333333334,train,4.48927,,gemini_batch_api,gemini-2.5-pro,,no_text_parts:finishReason=MAX_TOKENS,,,,,,{'parse_error': 'no_text_parts:finishReason=MAX_TOKENS'},False,gemini__100__2__ava__rejected_low__306107.jpg__7fdedc565d,MAX_TOKENS,"{'thoughtsTokenCount': 1021, 'promptTokenCount': 676, 'totalTokenCount': 1697, 'promptTokensDetails': [{'tokenCount': 418, 'modality': 'TEXT'}, {'tokenCount': 258, 'modality': 'IMAGE'}]}",0,0,False,"['json_invalid', 'missing_comment_type', 'missing_short_reason', 'missing_detailed_reason', 'comment_type_mismatch', 'generic_only_wording']",False
gemini__100__3__ava__middle_near_miss__759788.jpg__a3ea5bd10c,/home/omen_pc1/ava/images/759788.jpg,759788.jpg,ava,middle_near_miss,near_miss,medium,0.575512,0.515744,0.519248,0.523473,0.526111,1095,0.36466666666666664,train,5.843434,,gemini_batch_api,gemini-2.5-pro,"{
  ""comment_type"": ""near_miss_feedback"",
  ""short_reason"": ""The image powerfully captures raw anger through the man's expression and dramatic lighting, but it's held back by a soft focus on the lower half of his face."",
  ""detailed_reason"": ""The high-contrast lighting is a significant strength, effectively sculpting the man's face and",truncated_json:finishReason=MAX_TOKENS:text_len=337,,,,,,{'parse_error': 'truncated_json:finishReason=MAX_TOKENS:text_len=337'},False,gemini__100__3__ava__middle_near_miss__759788.jpg__a3ea5bd10c,MAX_TOKENS,"{'candidatesTokenCount': 83, 'promptTokenCount': 688, 'promptTokensDetails': [{'tokenCount': 430, 'modality': 'TEXT'}, {'tokenCount': 258, 'modality': 'IMAGE'}], 'thoughtsTokenCount': 925, 'totalTokenCount': 1696}",0,0,False,"['json_invalid', 'missing_comment_type', 'missing_short_reason', 'missing_detailed_reason', 'comment_type_mismatch', 'generic_only_wording']",False
gemini__100__4__ava__rejected_low__355962.jpg__274449dfe4,/home/omen_pc1/ava/images/355962.jpg,355962.jpg,ava,rejected_low,not_selected,weak,0.490653,0.485568,0.379192,0.432889,0.44378,2401,0.8,train,6.494624,,gemini_batch_api,gemini-2.5-pro,"{
  ""comment_type"": ""rejection_reason"",
  ""short_reason"": ""The composition is weakened by the static pose of the central boy in the red shirt and the visually distracting corrugated metal building in the background",truncated_json:finishReason=MAX_TOKENS:text_len=214,,,,,,{'parse_error': 'truncated_json:finishReason=MAX_TOKENS:text_len=214'},False,gemini__100__4__ava__rejected_low__355962.jpg__274449dfe4,MAX_TOKENS,"{'promptTokensDetails': [{'tokenCount': 418, 'modality': 'TEXT'}, {'tokenCount': 258, 'modality': 'IMAGE'}], 'thoughtsTokenCount': 960, 'totalTokenCount': 1684, 'candidatesTokenCount': 48, 'promptTokenCount': 676}",0,0,False,"['json_invalid', 'missing_comment_type', 'missing_short_reason', 'missing_detailed_reason', 'comment_type_mismatch', 'generic_only_wording']",False
gemini__100__5__ava__rejected_low__873886.jpg__a0ff8bfcf0,/home/omen_pc1/ava/images/873886.jpg,873886.jpg,ava,rejected_low,not_selected,weak,0.489837,0.47367,0.403169,0.440036,0.447895,2333,0.7773333333333333,train,5.872611,,gemini_batch_api,gemini-2.5-pro,"{
  ""comment_type"": ""rejection_reason"",
  ""short_reason"": ""The composition is weakened by the heavy, dark mass of clouds at the top and the underexposed, featureless mountain range at the bottom."",
  ""detailed_reason"": ""The top third of the image is occupied by a large, dark cloud formation that lacks significant detail, creating a heavy",truncated_json:finishReason=MAX_TOKENS:text_len=339,,,,,,{'parse_error': 'truncated_json:finishReason=MAX_TOKENS:text_len=339'},False,gemini__100__5__ava__rejected_low__873886.jpg__a0ff8bfcf0,MAX_TOKENS,"{'candidatesTokenCount': 82, 'promptTokenCount': 676, 'promptTokensDetails': [{'tokenCount': 418, 'modality': 'TEXT'}, {'tokenCount': 258, 'modality': 'IMAGE'}], 'thoughtsTokenCount': 926, 'totalTokenCount': 1684}",0,0,False,"['json_invalid', 'missing_comment_type', 'missing_short_reason', 'missing_detailed_reason', 'comment_type_mismatch', 'generic_only_wording']",False
gemini__100__6__aadb__selected_high__farm1_390_19566486463_54be501f77_b.jpg__414bc09962,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_390_19566486463_54be501f77_b.jpg,farm1_390_19566486463_54be501f77_b.jpg,aadb,selected_high,selected,strong,0.475023,0.580144,0.525452,0.542286,0.542499,875,0.29133333333333333,train,,0.35,gemini_batch_api,gemini-2.5-pro,"{
  ""comment_type"": ""selected_explanation"",
  ""short_reason"": ""The composition is well-balanced, with strong horizontal layers of deep blue water, a tan and green shoreline, and a pale,",truncated_json:finishReason=MAX_TOKENS:text_len=185,,,,,,{'parse_error': 'truncated_json:finishReason=MAX_TOKENS:text_len=185'},False,gemini__100__6__aadb__selected_high__farm1_390_19566486463_54be501f77_b.jpg__414bc09962,MAX_TOKENS,"{'candidatesTokenCount': 47, 'promptTokenCount': 685, 'thoughtsTokenCount': 962, 'totalTokenCount': 1694, 'promptTokensDetails': [{'tokenCount': 427, 'modality': 'TEXT'}, {'tokenCount': 258, 'modality': 'IMAGE'}]}",0,0,False,"['json_invalid', 'missing_comment_type', 'missing_short_reason', 'missing_detailed_reason', 'comment_type_mismatch', 'generic_only_wording']",False
gemini__100__7__aadb__middle_near_miss__farm1_371_20182312601_7a8573bcd1_b.jpg__45ccb6fadd,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_371_20182312601_7a8573bcd1_b.jpg,farm1_371_20182312601_7a8573bcd1_b.jpg,aadb,middle_near_miss,near_miss,medium,0.496846,0.522838,0.439534,0.478587,0.485618,1740,0.5796666666666667,train,,0.6,gemini_batch_api,gemini-2.5-pro,"{
  ""comment_type"": ""near_miss_feedback"",
  ""short_reason"": ""The low-angle perspective on the stone tower is powerful, but the flat lighting from the overcast sky lessens the overall visual impact."",
  ""detailed_reason"": ""The composition, looking up at the ruined stone tower, creates a strong sense of scale and history. The texture of the individual stone blocks is clear and detailed. However, the uniformly grey and cloudy sky results in very flat, even lighting, which fails to create the shadows needed to emphasize the tower's roundness and rugged texture. Photographing this subject during early morning or late afternoon light would introduce directional shadows, adding depth and drama to the scene."",
  ""comparison_reason"": null
}",,,near_miss_feedback,"The low-angle perspective on the stone tower is powerful, but the flat lighting from the overcast sky lessens the overall visual impact.","The composition, looking up at the ruined stone tower, creates a strong sense of scale and history. The texture of the individual stone blocks is clear and detailed. However, the uniformly grey and cloudy sky results in very flat, even lighting, which fails to create the shadows needed to emphasize the tower's roundness and rugged texture. Photographing this subject during early morning or late afternoon light would introduce directional shadows, adding depth and drama to the scene.",,{},True,gemini__100__7__aadb__middle_near_miss__farm1_371_20182312601_7a8573bcd1_b.jpg__45ccb6fadd,STOP,"{'thoughtsTokenCount': 792, 'totalTokenCount': 1639, 'promptTokensDetails': [{'tokenCount': 430, 'modality': 'TEXT'}, {'tokenCount': 258, 'modality': 'IMAGE'}], 'candidatesTokenCount': 159, 'promptTokenCount': 688}",1,0,False,['generic_only_wording'],False
gemini__100__9__ava__selected_high__627234.jpg__ec7a3d0458,/home/omen_pc1/ava/images/627234.jpg,627234.jpg,ava,selected_high,selected,strong,0.527632,0.595522,0.71825,0.650097,0.63443,166,0.055,train,5.364706,,gemini_batch_api,gemini-2.5-pro,"{
  ""comment_type"": ""selected_explanation"",
  ""short_reason"": ""The image is compelling due to the dramatic contrast between the warm, reflected sunset and",truncated_json:finishReason=MAX_TOKENS:text_len=154,,,,,,{'parse_error': 'truncated_json:finishReason=MAX_TOKENS:text_len=154'},False,gemini__100__9__ava__selected_high__627234.jpg__ec7a3d0458,MAX_TOKENS,"{'thoughtsTokenCount': 972, 'totalTokenCount': 1694, 'promptTokensDetails': [{'tokenCount': 427, 'modality': 'TEXT'}, {'tokenCount': 258, 'modality': 'IMAGE'}], 'candidatesTokenCount': 37, 'promptTokenCount': 685}",0,0,False,"['json_invalid', 'missing_comment_type', 'missing_short_reason', 'missing_detailed_reason', 'comment_type_mismatch', 'generic_only_wording']",False
gemini__100__10__ava__rejected_low__800874.jpg__9c63159828,/home/omen_pc1/ava/images/800874.jpg,800874.jpg,ava,rejected_low,not_selected,weak,0.478918,0.459982,0.341167,0.402468,0.415296,2717,0.9053333333333333,train,5.174863,,gemini_batch_api,gemini-2.5-pro,"{
  ""comment_type"": ""rejection_reason"",
  ""short_reason"": ""The harsh, dark shadows from the overhead tree obscure the lower half of the silver car."",
  ""detailed_reason"": ""The lighting is uneven, with a large, dark shadow cast by a tree that covers the foreground and the lower portion of the vintage car. This shadow hides details of the car's running board and wheels, creating a distracting high-contrast scene. The composition is further weakened by the heavy",truncated_json:finishReason=MAX_TOKENS:text_len=463,,,,,,{'parse_error': 'truncated_json:finishReason=MAX_TOKENS:text_len=463'},False,gemini__100__10__ava__rejected_low__800874.jpg__9c63159828,MAX_TOKENS,"{'promptTokensDetails': [{'tokenCount': 418, 'modality': 'TEXT'}, {'tokenCount': 258, 'modality': 'IMAGE'}], 'thoughtsTokenCount': 903, 'totalTokenCount': 1685, 'candidatesTokenCount': 106, 'promptTokenCount': 676}",0,0,False,"['json_invalid', 'missing_comment_type', 'missing_short_reason', 'missing_detailed_reason', 'comment_type_mismatch', 'generic_only_wording']",False
