image_path,vila_score,model_name,model_backend,prompt_preset,prompt_good_image,prompt_good_composition,prompt_good_lighting,prompt_clear_subject,prompt_clean_background,vila_explanation,explanation_signals
test_samples/KakaoTalk_20260330_180646779.jpg,0.30260544932655586,hf:openai/clip-vit-base-patch32,hf,a_cut_basic,0.16190184701569865,0.4448175942919739,0.11821166753052978,0.27813900834054184,0.5099571294540352,Rejected mainly due to lighting is weak and overall image appeal is weak.,"{""score_band"": ""weak"", ""num_prompt_pairs"": 5, ""top_strength"": ""clean_background"", ""top_weakness"": ""good_lighting"", ""strengths"": [], ""weaknesses"": [{""key"": ""good_lighting"", ""label"": ""lighting"", ""score"": 0.11821166753052978, ""positive_reason"": ""lighting is strong"", ""negative_reason"": ""lighting is weak""}, {""key"": ""good_image"", ""label"": ""overall image quality"", ""score"": 0.16190184701569865, ""positive_reason"": ""overall image appeal is strong"", ""negative_reason"": ""overall image appeal is weak""}], ""neutral"": [{""key"": ""clean_background"", ""label"": ""background cleanliness"", ""score"": 0.5099571294540352, ""positive_reason"": ""background distraction is low"", ""negative_reason"": ""background distraction is high""}, {""key"": ""good_composition"", ""label"": ""composition"", ""score"": 0.4448175942919739, ""positive_reason"": ""composition is strong"", ""negative_reason"": ""composition is weak""}, {""key"": ""clear_subject"", ""label"": ""subject clarity"", ""score"": 0.27813900834054184, ""positive_reason"": ""subject clarity is high"", ""negative_reason"": ""blur reduces subject clarity""}]}"
test_samples/KakaoTalk_20260330_180646779_01.jpg,0.3132976652550351,hf:openai/clip-vit-base-patch32,hf,a_cut_basic,0.20493662288108383,0.6591688319805541,0.02772007606715585,0.28787993885152424,0.3867828564948577,Rejected mainly due to lighting is weak and overall image appeal is weak.,"{""score_band"": ""weak"", ""num_prompt_pairs"": 5, ""top_strength"": ""good_composition"", ""top_weakness"": ""good_lighting"", ""strengths"": [{""key"": ""good_composition"", ""label"": ""composition"", ""score"": 0.6591688319805541, ""positive_reason"": ""composition is strong"", ""negative_reason"": ""composition is weak""}], ""weaknesses"": [{""key"": ""good_lighting"", ""label"": ""lighting"", ""score"": 0.02772007606715585, ""positive_reason"": ""lighting is strong"", ""negative_reason"": ""lighting is weak""}, {""key"": ""good_image"", ""label"": ""overall image quality"", ""score"": 0.20493662288108383, ""positive_reason"": ""overall image appeal is strong"", ""negative_reason"": ""overall image appeal is weak""}], ""neutral"": [{""key"": ""clean_background"", ""label"": ""background cleanliness"", ""score"": 0.3867828564948577, ""positive_reason"": ""background distraction is low"", ""negative_reason"": ""background distraction is high""}, {""key"": ""clear_subject"", ""label"": ""subject clarity"", ""score"": 0.28787993885152424, ""positive_reason"": ""subject clarity is high"", ""negative_reason"": ""blur reduces subject clarity""}]}"
test_samples/KakaoTalk_20260330_180646779_02.jpg,0.26274469473635587,hf:openai/clip-vit-base-patch32,hf,a_cut_basic,0.09111652806246054,0.4254119967787729,0.057704149387860955,0.24717658549376317,0.4923142139589217,Rejected mainly due to lighting is weak and overall image appeal is weak.,"{""score_band"": ""weak"", ""num_prompt_pairs"": 5, ""top_strength"": ""clean_background"", ""top_weakness"": ""good_lighting"", ""strengths"": [], ""weaknesses"": [{""key"": ""good_lighting"", ""label"": ""lighting"", ""score"": 0.057704149387860955, ""positive_reason"": ""lighting is strong"", ""negative_reason"": ""lighting is weak""}, {""key"": ""good_image"", ""label"": ""overall image quality"", ""score"": 0.09111652806246054, ""positive_reason"": ""overall image appeal is strong"", ""negative_reason"": ""overall image appeal is weak""}], ""neutral"": [{""key"": ""clean_background"", ""label"": ""background cleanliness"", ""score"": 0.4923142139589217, ""positive_reason"": ""background distraction is low"", ""negative_reason"": ""background distraction is high""}, {""key"": ""good_composition"", ""label"": ""composition"", ""score"": 0.4254119967787729, ""positive_reason"": ""composition is strong"", ""negative_reason"": ""composition is weak""}, {""key"": ""clear_subject"", ""label"": ""subject clarity"", ""score"": 0.24717658549376317, ""positive_reason"": ""subject clarity is high"", ""negative_reason"": ""blur reduces subject clarity""}]}"
test_samples/KakaoTalk_20260330_180646779_03.jpg,0.1582609965824618,hf:openai/clip-vit-base-patch32,hf,a_cut_basic,0.05679153476559958,0.3325798271736569,0.043881948916296744,0.03892272415117626,0.3191289479055794,Rejected mainly due to blur reduces subject clarity and lighting is weak.,"{""score_band"": ""weak"", ""num_prompt_pairs"": 5, ""top_strength"": ""good_composition"", ""top_weakness"": ""clear_subject"", ""strengths"": [], ""weaknesses"": [{""key"": ""clear_subject"", ""label"": ""subject clarity"", ""score"": 0.03892272415117626, ""positive_reason"": ""subject clarity is high"", ""negative_reason"": ""blur reduces subject clarity""}, {""key"": ""good_lighting"", ""label"": ""lighting"", ""score"": 0.043881948916296744, ""positive_reason"": ""lighting is strong"", ""negative_reason"": ""lighting is weak""}], ""neutral"": [{""key"": ""good_composition"", ""label"": ""composition"", ""score"": 0.3325798271736569, ""positive_reason"": ""composition is strong"", ""negative_reason"": ""composition is weak""}, {""key"": ""clean_background"", ""label"": ""background cleanliness"", ""score"": 0.3191289479055794, ""positive_reason"": ""background distraction is low"", ""negative_reason"": ""background distraction is high""}, {""key"": ""good_image"", ""label"": ""overall image quality"", ""score"": 0.05679153476559958, ""positive_reason"": ""overall image appeal is strong"", ""negative_reason"": ""overall image appeal is weak""}]}"
test_samples/KakaoTalk_20260330_180646779_04.jpg,0.27154708494924346,hf:openai/clip-vit-base-patch32,hf,a_cut_basic,0.10434871033386703,0.45846063253904656,0.04791897111689512,0.20717669019802198,0.5398304205583865,Rejected mainly due to lighting is weak and overall image appeal is weak.,"{""score_band"": ""weak"", ""num_prompt_pairs"": 5, ""top_strength"": ""clean_background"", ""top_weakness"": ""good_lighting"", ""strengths"": [], ""weaknesses"": [{""key"": ""good_lighting"", ""label"": ""lighting"", ""score"": 0.04791897111689512, ""positive_reason"": ""lighting is strong"", ""negative_reason"": ""lighting is weak""}, {""key"": ""good_image"", ""label"": ""overall image quality"", ""score"": 0.10434871033386703, ""positive_reason"": ""overall image appeal is strong"", ""negative_reason"": ""overall image appeal is weak""}], ""neutral"": [{""key"": ""clean_background"", ""label"": ""background cleanliness"", ""score"": 0.5398304205583865, ""positive_reason"": ""background distraction is low"", ""negative_reason"": ""background distraction is high""}, {""key"": ""good_composition"", ""label"": ""composition"", ""score"": 0.45846063253904656, ""positive_reason"": ""composition is strong"", ""negative_reason"": ""composition is weak""}, {""key"": ""clear_subject"", ""label"": ""subject clarity"", ""score"": 0.20717669019802198, ""positive_reason"": ""subject clarity is high"", ""negative_reason"": ""blur reduces subject clarity""}]}"
test_samples/KakaoTalk_20260330_180646779_05.jpg,0.3522701318534704,hf:openai/clip-vit-base-patch32,hf,a_cut_basic,0.10553377838454354,0.417423348203473,0.17533722427104456,0.29711530997023905,0.7659409984380517,Rejected mainly due to overall image appeal is weak and lighting is weak.,"{""score_band"": ""weak"", ""num_prompt_pairs"": 5, ""top_strength"": ""clean_background"", ""top_weakness"": ""good_image"", ""strengths"": [{""key"": ""clean_background"", ""label"": ""background cleanliness"", ""score"": 0.7659409984380517, ""positive_reason"": ""background distraction is low"", ""negative_reason"": ""background distraction is high""}], ""weaknesses"": [{""key"": ""good_image"", ""label"": ""overall image quality"", ""score"": 0.10553377838454354, ""positive_reason"": ""overall image appeal is strong"", ""negative_reason"": ""overall image appeal is weak""}, {""key"": ""good_lighting"", ""label"": ""lighting"", ""score"": 0.17533722427104456, ""positive_reason"": ""lighting is strong"", ""negative_reason"": ""lighting is weak""}], ""neutral"": [{""key"": ""good_composition"", ""label"": ""composition"", ""score"": 0.417423348203473, ""positive_reason"": ""composition is strong"", ""negative_reason"": ""composition is weak""}, {""key"": ""clear_subject"", ""label"": ""subject clarity"", ""score"": 0.29711530997023905, ""positive_reason"": ""subject clarity is high"", ""negative_reason"": ""blur reduces subject clarity""}]}"
test_samples/KakaoTalk_20260330_180646779_06.jpg,0.35906265870397536,hf:openai/clip-vit-base-patch32,hf,a_cut_basic,0.10374362225010954,0.45801745606851163,0.07256766648037787,0.445296034210479,0.7156885145103988,Rejected mainly due to lighting is weak and overall image appeal is weak.,"{""score_band"": ""weak"", ""num_prompt_pairs"": 5, ""top_strength"": ""clean_background"", ""top_weakness"": ""good_lighting"", ""strengths"": [{""key"": ""clean_background"", ""label"": ""background cleanliness"", ""score"": 0.7156885145103988, ""positive_reason"": ""background distraction is low"", ""negative_reason"": ""background distraction is high""}], ""weaknesses"": [{""key"": ""good_lighting"", ""label"": ""lighting"", ""score"": 0.07256766648037787, ""positive_reason"": ""lighting is strong"", ""negative_reason"": ""lighting is weak""}, {""key"": ""good_image"", ""label"": ""overall image quality"", ""score"": 0.10374362225010954, ""positive_reason"": ""overall image appeal is strong"", ""negative_reason"": ""overall image appeal is weak""}], ""neutral"": [{""key"": ""good_composition"", ""label"": ""composition"", ""score"": 0.45801745606851163, ""positive_reason"": ""composition is strong"", ""negative_reason"": ""composition is weak""}, {""key"": ""clear_subject"", ""label"": ""subject clarity"", ""score"": 0.445296034210479, ""positive_reason"": ""subject clarity is high"", ""negative_reason"": ""blur reduces subject clarity""}]}"
test_samples/KakaoTalk_20260330_180646779_07.jpg,0.3160946562106658,hf:openai/clip-vit-base-patch32,hf,a_cut_basic,0.19373000429621873,0.5999209516361758,0.024125160878619618,0.41775785187207737,0.3449393123702373,Rejected mainly due to lighting is weak and overall image appeal is weak.,"{""score_band"": ""weak"", ""num_prompt_pairs"": 5, ""top_strength"": ""good_composition"", ""top_weakness"": ""good_lighting"", ""strengths"": [{""key"": ""good_composition"", ""label"": ""composition"", ""score"": 0.5999209516361758, ""positive_reason"": ""composition is strong"", ""negative_reason"": ""composition is weak""}], ""weaknesses"": [{""key"": ""good_lighting"", ""label"": ""lighting"", ""score"": 0.024125160878619618, ""positive_reason"": ""lighting is strong"", ""negative_reason"": ""lighting is weak""}, {""key"": ""good_image"", ""label"": ""overall image quality"", ""score"": 0.19373000429621873, ""positive_reason"": ""overall image appeal is strong"", ""negative_reason"": ""overall image appeal is weak""}], ""neutral"": [{""key"": ""clear_subject"", ""label"": ""subject clarity"", ""score"": 0.41775785187207737, ""positive_reason"": ""subject clarity is high"", ""negative_reason"": ""blur reduces subject clarity""}, {""key"": ""clean_background"", ""label"": ""background cleanliness"", ""score"": 0.3449393123702373, ""positive_reason"": ""background distraction is low"", ""negative_reason"": ""background distraction is high""}]}"
test_samples/KakaoTalk_20260330_180646779_08.jpg,0.3881519382003306,hf:openai/clip-vit-base-patch32,hf,a_cut_basic,0.35520162528735305,0.6087868847614031,0.02948290777456404,0.4177197950881571,0.5295684780901757,Rejected mainly due to lighting is weak and overall image appeal is weak.,"{""score_band"": ""weak"", ""num_prompt_pairs"": 5, ""top_strength"": ""good_composition"", ""top_weakness"": ""good_lighting"", ""strengths"": [{""key"": ""good_composition"", ""label"": ""composition"", ""score"": 0.6087868847614031, ""positive_reason"": ""composition is strong"", ""negative_reason"": ""composition is weak""}], ""weaknesses"": [{""key"": ""good_lighting"", ""label"": ""lighting"", ""score"": 0.02948290777456404, ""positive_reason"": ""lighting is strong"", ""negative_reason"": ""lighting is weak""}, {""key"": ""good_image"", ""label"": ""overall image quality"", ""score"": 0.35520162528735305, ""positive_reason"": ""overall image appeal is strong"", ""negative_reason"": ""overall image appeal is weak""}], ""neutral"": [{""key"": ""clean_background"", ""label"": ""background cleanliness"", ""score"": 0.5295684780901757, ""positive_reason"": ""background distraction is low"", ""negative_reason"": ""background distraction is high""}, {""key"": ""clear_subject"", ""label"": ""subject clarity"", ""score"": 0.4177197950881571, ""positive_reason"": ""subject clarity is high"", ""negative_reason"": ""blur reduces subject clarity""}]}"
test_samples/KakaoTalk_20260330_180646779_09.jpg,0.31042082165274515,hf:openai/clip-vit-base-patch32,hf,a_cut_basic,0.15177454141705016,0.5243404183743418,0.05698885177629579,0.20265438113274503,0.616345915563293,Rejected mainly due to lighting is weak and overall image appeal is weak.,"{""score_band"": ""weak"", ""num_prompt_pairs"": 5, ""top_strength"": ""clean_background"", ""top_weakness"": ""good_lighting"", ""strengths"": [{""key"": ""clean_background"", ""label"": ""background cleanliness"", ""score"": 0.616345915563293, ""positive_reason"": ""background distraction is low"", ""negative_reason"": ""background distraction is high""}], ""weaknesses"": [{""key"": ""good_lighting"", ""label"": ""lighting"", ""score"": 0.05698885177629579, ""positive_reason"": ""lighting is strong"", ""negative_reason"": ""lighting is weak""}, {""key"": ""good_image"", ""label"": ""overall image quality"", ""score"": 0.15177454141705016, ""positive_reason"": ""overall image appeal is strong"", ""negative_reason"": ""overall image appeal is weak""}], ""neutral"": [{""key"": ""good_composition"", ""label"": ""composition"", ""score"": 0.5243404183743418, ""positive_reason"": ""composition is strong"", ""negative_reason"": ""composition is weak""}, {""key"": ""clear_subject"", ""label"": ""subject clarity"", ""score"": 0.20265438113274503, ""positive_reason"": ""subject clarity is high"", ""negative_reason"": ""blur reduces subject clarity""}]}"
