candidate_id,image_path,image_file_name,dataset_source,selection_band,selection_state,aesthetic_signal,nima_unit_score,rgnet_score,alamp_score,weighted_aesthetic_score,balanced_comparison_score,primary_rank,primary_rank_percentile,source_split,ava_mean_score,aadb_score,teacher_source_mode,teacher_model_name,gemini_raw_text,gemini_parse_error,gemini_api_error,comment_type,short_reason,detailed_reason,comparison_reason,generation_validation_flags,is_valid_pre_audit,gemini_request_attempts,gemini_json_repair_attempted,gemini_initial_parse_error,audit_flags,is_clean
gemini__300__0__ava__rejected_low__330730.jpg__27e5fee514,/home/omen_pc1/ava/images/330730.jpg,330730.jpg,ava,rejected_low,not_selected,weak,0.448695,0.498291,0.385343,0.436857,0.445672,2368,0.789,train,4.970833,,gemini_api,gemini-2.5-pro,"{
  ""comment_type"": ""rejection_reason"",
  ""short_reason"": ""This image has flat lighting, muted colors, and lacks a clear focal point."",
  ""detailed_reason"": ""The flat, overcast lighting creates a low-contrast scene with dull, muted colors. Compositionally, there is no strong subject to draw the viewer's attention, causing the eye to wander without a clear point of interest. The overall softness of the image also detracts from its visual impact."",
  ""comparison_reason"": null
}",,,rejection_reason,"This image has flat lighting, muted colors, and lacks a clear focal point.","The flat, overcast lighting creates a low-contrast scene with dull, muted colors. Compositionally, there is no strong subject to draw the viewer's attention, causing the eye to wander without a clear point of interest. The overall softness of the image also detracts from its visual impact.",,{},True,1,False,,[],True
gemini__300__1__ava__middle_near_miss__704237.jpg__403e1aef48,/home/omen_pc1/ava/images/704237.jpg,704237.jpg,ava,middle_near_miss,near_miss,medium,0.451238,0.580045,0.476045,0.515164,0.519124,1213,0.404,test,4.304348,,gemini_api,gemini-2.5-pro,"{
  ""comment_type"": ""near_miss_feedback"",
  ""short_reason"": ""The image has a lovely subject and color palette, but it's too soft and lacks a sharp focal point."",
  ""detailed_reason"": ""The low angle and natural colors create a pleasant, summery feeling. However, the overall softness and lack of a clear, sharp subject prevent the image from having a strong impact. Achieving a crisp focus on the foreground flowers would have significantly improved the photograph by providing a clear point of interest."",
  ""comparison_reason"": null
}",,,near_miss_feedback,"The image has a lovely subject and color palette, but it's too soft and lacks a sharp focal point.","The low angle and natural colors create a pleasant, summery feeling. However, the overall softness and lack of a clear, sharp subject prevent the image from having a strong impact. Achieving a crisp focus on the foreground flowers would have significantly improved the photograph by providing a clear point of interest.",,{},True,1,False,,[],True
gemini__300__3__ava__rejected_low__614982.jpg__e8482ec24e,/home/omen_pc1/ava/images/614982.jpg,614982.jpg,ava,rejected_low,not_selected,weak,0.517938,0.470284,0.396798,0.438306,0.448038,2351,0.7833333333333333,train,5.066667,,gemini_api,gemini-2.5-pro,"{
  ""comment_type"": ""rejection_reason"",
  ""short_reason"": ""The image is poorly lit, with harsh shadows that obscure a significant portion of the frame and create an unbalanced composition."",
  ""detailed_reason"": ""The lighting in this photograph is the primary weakness. A single, harsh light source creates extreme contrast, plunging more than half of the image into pure black with no detail. This severe and unbalanced lighting makes the scene feel poorly exposed rather than intentionally moody."",
  ""comparison_reason"": null
}",,,rejection_reason,"The image is poorly lit, with harsh shadows that obscure a significant portion of the frame and create an unbalanced composition.","The lighting in this photograph is the primary weakness. A single, harsh light source creates extreme contrast, plunging more than half of the image into pure black with no detail. This severe and unbalanced lighting makes the scene feel poorly exposed rather than intentionally moody.",,{},True,1,False,,[],True
gemini__300__4__aadb__selected_high__farm1_338_20320769242_7145a81a88_b.jpg__0d63e3260c,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_338_20320769242_7145a81a88_b.jpg,farm1_338_20320769242_7145a81a88_b.jpg,aadb,selected_high,selected,strong,0.504726,0.625068,0.644502,0.622751,0.61479,265,0.088,train,,0.65,gemini_api,gemini-2.5-pro,"{
  ""comment_type"": ""selected_explanation"",
  ""short_reason"": ""This is an excellent food photograph due to its dynamic composition, sharp focus, and appetizing presentation."",
  ""detailed_reason"": ""The close-up, action-oriented shot of noodles being lifted by chopsticks creates a dynamic and engaging scene. The sharp focus on the main subject, combined with a shallow depth of field, effectively isolates the food and highlights its appealing textures. The vibrant colors and bright lighting make the dish look fresh and delicious, enhancing its overall appeal."",
  ""comparison_reason"": null
}",,,selected_explanation,"This is an excellent food photograph due to its dynamic composition, sharp focus, and appetizing presentation.","The close-up, action-oriented shot of noodles being lifted by chopsticks creates a dynamic and engaging scene. The sharp focus on the main subject, combined with a shallow depth of field, effectively isolates the food and highlights its appealing textures. The vibrant colors and bright lighting make the dish look fresh and delicious, enhancing its overall appeal.",,{},True,1,False,,[],True
gemini__300__5__ava__middle_near_miss__539160.jpg__81a2b19c77,/home/omen_pc1/ava/images/539160.jpg,539160.jpg,ava,middle_near_miss,near_miss,medium,0.543575,0.418385,0.479016,0.46122,0.461416,2041,0.68,train,5.737288,,gemini_api,gemini-2.5-pro,"{
  ""comment_type"": ""near_miss_feedback"",
  ""short_reason"": ""The atmospheric mood and soft colors are appealing, but the composition is unbalanced with too much empty space at the top."",
  ""detailed_reason"": ""This image has a beautiful, painterly quality. The way the trees emerge from the fog creates a wonderful sense of atmosphere and mystery, and the color palette is soft and pleasing. However, the composition feels unbalanced due to the large amount of empty white space in the top half of the frame, which diminishes the impact of the subject. A tighter crop from the top to bring more focus to the trees and mountains would create a more balanced and compelling composition."",
  ""comparison_reason"": null
}",,,near_miss_feedback,"The atmospheric mood and soft colors are appealing, but the composition is unbalanced with too much empty space at the top.","This image has a beautiful, painterly quality. The way the trees emerge from the fog creates a wonderful sense of atmosphere and mystery, and the color palette is soft and pleasing. However, the composition feels unbalanced due to the large amount of empty white space in the top half of the frame, which diminishes the impact of the subject. A tighter crop from the top to bring more focus to the trees and mountains would create a more balanced and compelling composition.",,{},True,1,False,,[],True
gemini__300__6__aadb__selected_high__farm1_380_19934404360_a4d467f09f_b.jpg__fca017beae,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_380_19934404360_a4d467f09f_b.jpg,farm1_380_19934404360_a4d467f09f_b.jpg,aadb,selected_high,selected,strong,0.530802,0.68092,0.585355,0.618126,0.620176,285,0.09466666666666666,train,,0.75,gemini_api,gemini-2.5-pro,"{
  ""comment_type"": ""selected_explanation"",
  ""short_reason"": ""This is an excellent, well-lit product shot that clearly showcases the two colorful mascots with great clarity and vibrant color."",
  ""detailed_reason"": ""This is a high-quality photograph of the two mascots. The soft, even lighting perfectly illuminates the subjects, highlighting their textures and bright colors without any distracting shadows. The composition is balanced and engaging, with the two characters posed together in a friendly manner, and the clean background ensures the focus remains entirely on them."",
  ""comparison_reason"": null
}",,,selected_explanation,"This is an excellent, well-lit product shot that clearly showcases the two colorful mascots with great clarity and vibrant color.","This is a high-quality photograph of the two mascots. The soft, even lighting perfectly illuminates the subjects, highlighting their textures and bright colors without any distracting shadows. The composition is balanced and engaging, with the two characters posed together in a friendly manner, and the clean background ensures the focus remains entirely on them.",,{},True,1,False,,[],True
gemini__300__7__aadb__middle_near_miss__farm1_531_19655558454_08c02c01ef_b.jpg__1a5b3d70d3,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_531_19655558454_08c02c01ef_b.jpg,farm1_531_19655558454_08c02c01ef_b.jpg,aadb,middle_near_miss,near_miss,medium,0.510713,0.530922,0.425792,0.476336,0.485839,1783,0.594,train,,0.35,gemini_api,gemini-2.5-pro,"{
  ""comment_type"": ""near_miss_feedback"",
  ""short_reason"": ""The subject's expression is engaging, but the cluttered foreground and distracting background weaken the composition."",
  ""detailed_reason"": ""This is a strong candid portrait with a warm and engaging expression from the subject. However, the composition is held back by the laptop and microphone in the foreground, which create clutter and obstruct the view. A cleaner shot from a slightly different angle to minimize these foreground elements would create a more impactful and professional-looking image."",
  ""comparison_reason"": null
}",,,near_miss_feedback,"The subject's expression is engaging, but the cluttered foreground and distracting background weaken the composition.","This is a strong candid portrait with a warm and engaging expression from the subject. However, the composition is held back by the laptop and microphone in the foreground, which create clutter and obstruct the view. A cleaner shot from a slightly different angle to minimize these foreground elements would create a more impactful and professional-looking image.",,{},True,1,False,,[],True
gemini__300__8__ava__selected_high__303425.jpg__4d55fc4da4,/home/omen_pc1/ava/images/303425.jpg,303425.jpg,ava,selected_high,selected,strong,0.593029,0.659845,0.586634,0.616558,0.620538,288,0.09566666666666666,train,5.54067,,gemini_api,gemini-2.5-pro,"{
  ""comment_type"": ""selected_explanation"",
  ""short_reason"": ""This is an excellent macro photograph due to its exceptional sharpness, dramatic high-contrast lighting, and compelling composition."",
  ""detailed_reason"": ""The tight, square framing creates a powerful and intimate view, focusing all attention on the intricate details of the eye. The image is exceptionally sharp, capturing the complex textures of the iris and the individual eyelashes with stunning clarity. The use of high-contrast black and white enhances the dramatic mood, emphasizing the forms and reflections that give the eye a sense of depth and life."",
  ""comparison_reason"": null
}",,,selected_explanation,"This is an excellent macro photograph due to its exceptional sharpness, dramatic high-contrast lighting, and compelling composition.","The tight, square framing creates a powerful and intimate view, focusing all attention on the intricate details of the eye. The image is exceptionally sharp, capturing the complex textures of the iris and the individual eyelashes with stunning clarity. The use of high-contrast black and white enhances the dramatic mood, emphasizing the forms and reflections that give the eye a sense of depth and life.",,{},True,1,False,,[],True
gemini__300__9__ava__middle_near_miss__198488.jpg__636ae4de37,/home/omen_pc1/ava/images/198488.jpg,198488.jpg,ava,middle_near_miss,near_miss,medium,0.475521,0.508634,0.42137,0.461691,0.468761,2030,0.6763333333333333,test,5.302789,,gemini_api,gemini-2.5-pro,"{
  ""comment_type"": ""near_miss_feedback"",
  ""short_reason"": ""The creative composition is strong, but the image is held back by a distracting watermark and flat lighting."",
  ""detailed_reason"": ""This is a well-composed and creative still life; the way the roll of stamps is arranged creates dynamic lines and shapes. However, the watermark in the bottom corner is a significant distraction that detracts from the overall quality. Additionally, while the lighting is clean, it's somewhat flat; a more dramatic lighting setup could create more depth and visual impact."",
  ""comparison_reason"": null
}",,,near_miss_feedback,"The creative composition is strong, but the image is held back by a distracting watermark and flat lighting.","This is a well-composed and creative still life; the way the roll of stamps is arranged creates dynamic lines and shapes. However, the watermark in the bottom corner is a significant distraction that detracts from the overall quality. Additionally, while the lighting is clean, it's somewhat flat; a more dramatic lighting setup could create more depth and visual impact.",,{},True,1,False,,[],True
gemini__300__10__aadb__selected_high__farm1_382_20167698421_6f737eca77_b.jpg__db9b7ecb76,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_382_20167698421_6f737eca77_b.jpg,farm1_382_20167698421_6f737eca77_b.jpg,aadb,selected_high,selected,strong,0.523086,0.574288,0.544731,0.554389,0.554785,757,0.252,val,,0.85,gemini_api,gemini-2.5-pro,"{
  ""comment_type"": ""selected_explanation"",
  ""short_reason"": ""This is an excellent action photograph that captures a surfer in a dynamic moment with great clarity and strong composition."",
  ""detailed_reason"": ""The photograph's strength lies in its perfectly timed capture of the surfer's athletic maneuver, freezing the action and the dramatic spray of water. The composition is compelling, using the pier pilings in the background to create depth and frame the scene without distracting from the main subject. The vibrant colors and sharp focus further enhance the image's high-energy mood and overall quality."",
  ""comparison_reason"": null
}",,,selected_explanation,This is an excellent action photograph that captures a surfer in a dynamic moment with great clarity and strong composition.,"The photograph's strength lies in its perfectly timed capture of the surfer's athletic maneuver, freezing the action and the dramatic spray of water. The composition is compelling, using the pier pilings in the background to create depth and frame the scene without distracting from the main subject. The vibrant colors and sharp focus further enhance the image's high-energy mood and overall quality.",,{},True,1,False,,[],True
